node_id,direccion_original,direccion_normalizada,RUT,Nombre cliente,Dirección cliente,Fecha de Pedido,Número de Orden,Monto Pedido,Fecha de despacho Solicitada,direccion_limpia_base,calle,numero,query_geocoding,encontrada,formatted,lat,lon,estado,calidad_match
35,Av. Américo Vespucio 8124,AV. AMÉRICO VESPUCIO 8124,18.216.525 - 2,Cliente 18216525,"Av. Américo Vespucio 8124, San Miguel, Santiago de Chile",2026-12-03,ORD-CL-202612-000318,41249,2026-12-05,Av. Américo Vespucio 8124 San Miguel Santiago de,Av. Américo Vespucio,8124,"Av. Américo Vespucio 8124, Santiago, Chile",True,"Avenida Américo Vespucio 8124, 832 0000 Santiago, Chile",-33.5291935,-70.603981,ok,buena
36,Av. Américo Vespucio 813,AV. AMÉRICO VESPUCIO 813,12.699.860-4,Cliente 12699860,"Av. Américo Vespucio 813, Depto 558, Las Condes, Santiago, Chile",2026-12-10,ORD-CL-202612-001190,107843,2026-12-13,Av. Américo Vespucio 813,Av. Américo Vespucio,813,"Av. Américo Vespucio 813, Santiago, Chile",True,"Avenida Américo Vespucio 813, 887 0068 Santiago, Chile",-33.53966451445783,-70.65476811204819,ok,buena
36,Av. Américo Vespucio 813,AV. AMÉRICO VESPUCIO 813,12.699.860-4,Cliente 12699860,"Av. Américo Vespucio 813, Depto 558, Las Condes, Santiago",2026-12-15,ORD-CL-202612-001933,116774,2026-12-19,Av. Américo Vespucio 813,Av. Américo Vespucio,813,"Av. Américo Vespucio 813, Santiago, Chile",True,"Avenida Américo Vespucio 813, 887 0068 Santiago, Chile",-33.53966451445783,-70.65476811204819,ok,buena
37,Av. Américo Vespucio 8573,AV. AMÉRICO VESPUCIO 8573,8462282 - 3,Cliente Nuevo 8462282,"Av. Américo Vespucio 8573, Independencia, Santiago, Chile",2026-12-20,ORD-CL-202612-002624,129943,2026-12-21,Av. Américo Vespucio 8573,Av. Américo Vespucio,8573,"Av. Américo Vespucio 8573, Santiago, Chile",True,"Avenida Américo Vespucio 8573, 832 0000 Santiago, Chile",-33.533024895454545,-70.60717300909091,ok,buena
37,Av. Américo Vespucio 8573,AV. AMÉRICO VESPUCIO 8573,8.462.282-3,Cliente Nuevo 8462282,"Av. Américo Vespucio 8573, Independencia, Stgo, Chile",2026-12-20,ORD-CL-202612-002636,254058,2026-12-23,Av. Américo Vespucio 8573,Av. Américo Vespucio,8573,"Av. Américo Vespucio 8573, Santiago, Chile",True,"Avenida Américo Vespucio 8573, 832 0000 Santiago, Chile",-33.533024895454545,-70.60717300909091,ok,buena
38,Av. Américo Vespucio 8714,AV. AMÉRICO VESPUCIO 8714,6.732.448-5,Cliente 6732448,"AV. AMÉRICO VESPUCIO 8714, PROVIDENCIA, SANTIAGO, CHILE",2026-12-07,ORD-CL-202612-000802,254477,2026-12-11,Av. AMÉRICO VESPUCIO 8714,Av. Américo Vespucio,8714,"Av. Américo Vespucio 8714, Santiago, Chile",True,"Avenida Américo Vespucio 8714, 832 0000 Santiago, Chile",-33.5342347,-70.6072592,ok,buena
38,Av. Américo Vespucio 8714,AV. AMÉRICO VESPUCIO 8714,6.732.448-5,Cliente 6732448,"av. américo vespucio 8714, providencia, santiago, chile",2026-12-15,ORD-CL-202612-001915,225130,2026-12-17,Av. américo vespucio 8714,Av. Américo Vespucio,8714,"Av. Américo Vespucio 8714, Santiago, Chile",True,"Avenida Américo Vespucio 8714, 832 0000 Santiago, Chile",-33.5342347,-70.6072592,ok,buena
39,Av. Américo Vespucio 8747,AV. AMÉRICO VESPUCIO 8747,18737764-9,Cliente 18737764,"av. américo vespucio 8747, depto 1171, san miguel, santiago, chile",2026-12-25,ORD-CL-202612-003394,204628,2026-12-27,Av. américo vespucio 8747,Av. Américo Vespucio,8747,"Av. Américo Vespucio 8747, Santiago, Chile",True,"Avenida Américo Vespucio 8747, 823 1472 La Florida, Chile",-33.53484070526316,-70.60840322105263,ok,buena
39,Av. Américo Vespucio 8747,AV. AMÉRICO VESPUCIO 8747,18737764 - 9,Cliente 18737764,Av. Américo Vespucio 8747 Depto 1171 San Miguel Santiago Chile,2026-12-27,ORD-CL-202612-003582,142497,2026-12-29,Av. Américo Vespucio 8747,Av. Américo Vespucio,8747,"Av. Américo Vespucio 8747, Santiago, Chile",True,"Avenida Américo Vespucio 8747, 823 1472 La Florida, Chile",-33.53484070526316,-70.60840322105263,ok,buena
40,Av. Américo Vespucio 898,AV. AMÉRICO VESPUCIO 898,18407788 - 8,Cliente 18407788,"AV. AMÉRICO VESPUCIO 898, DEPTO 1163, LAS CONDES, SANTIAGO, CHILE",2026-12-15,ORD-CL-202612-002002,199762,2026-12-17,Av. AMÉRICO VESPUCIO 898,Av. Américo Vespucio,898,"Av. Américo Vespucio 898, Santiago, Chile",True,"Avenida Américo Vespucio 898, 887 0068 Santiago, Chile",-33.5392377,-70.6538016,ok,buena
41,Av. Américo Vespucio 9118,AV. AMÉRICO VESPUCIO 9118,16.394.992-7,Cliente Nuevo 16394992,Av. Américo Vespucio 9118 DEPTO 134 Santiago Stgo Chile,2026-12-19,ORD-CL-202612-002550,158843,2026-12-22,Av. Américo Vespucio 9118,Av. Américo Vespucio,9118,"Av. Américo Vespucio 9118, Santiago, Chile",True,"Avenida Américo Vespucio 9118, 842 0000 Santiago, Chile",-33.396238,-70.619819,ok,buena
41,Av. Américo Vespucio 9118,AV. AMÉRICO VESPUCIO 9118,16.394.992-7,Cliente Nuevo 16394992,Av. Américo Vespucio 9118 Depto 134 Santiago Santiago,2026-12-28,ORD-CL-202612-003718,230538,2026-12-31,Av. Américo Vespucio 9118,Av. Américo Vespucio,9118,"Av. Américo Vespucio 9118, Santiago, Chile",True,"Avenida Américo Vespucio 9118, 842 0000 Santiago, Chile",-33.396238,-70.619819,ok,buena
42,Av. Américo Vespucio 9492,AV. AMÉRICO VESPUCIO 9492,16.297.737 - 7,Cliente 16297737,Av. Américo Vespucio 9492 Peñalolén Santiago Chile,2026-12-13,ORD-CL-202612-001554,80356,2026-12-16,Av. Américo Vespucio 9492,Av. Américo Vespucio,9492,"Av. Américo Vespucio 9492, Santiago, Chile",True,"Avenida Américo Vespucio 9492, 832 0000 Santiago, Chile",-33.50429212703239,-70.58866895633273,ok,buena
43,Av. Américo Vespucio 9745,AV. AMÉRICO VESPUCIO 9745,6.511.881 - 7,Cliente Nuevo 6511881,Av. Américo Vespucio 9745 Depto 2131 Lo Prado Santiago Chile,2026-12-12,ORD-CL-202612-001452,150279,2026-12-14,Av. Américo Vespucio 9745,Av. Américo Vespucio,9745,"Av. Américo Vespucio 9745, Santiago, Chile",True,"Avenida Américo Vespucio 9745, 832 0000 Santiago, Chile",-33.50429212703239,-70.58866895633273,ok,buena
43,Av. Américo Vespucio 9745,AV. AMÉRICO VESPUCIO 9745,6.511.881-7,Cliente Nuevo 6511881,av. américo vespucio 9745 depto 2131 lo prado santiago chile,2026-12-22,ORD-CL-202612-002883,110731,2026-12-23,Av. américo vespucio 9745,Av. Américo Vespucio,9745,"Av. Américo Vespucio 9745, Santiago, Chile",True,"Avenida Américo Vespucio 9745, 832 0000 Santiago, Chile",-33.50429212703239,-70.58866895633273,ok,buena
44,Av. Américo Vespucio 9821,AV. AMÉRICO VESPUCIO 9821,12.356.190-9,Cliente Nuevo 12356190,"Av. Américo Vespucio 9821, Ñuñoa, Santiago, Chile",2026-12-03,ORD-CL-202612-000362,141162,2026-12-04,Av. Américo Vespucio 9821,Av. Américo Vespucio,9821,"Av. Américo Vespucio 9821, Santiago, Chile",True,"Avenida Américo Vespucio 9821, 842 0000 Santiago, Chile",-33.396238,-70.619819,ok,buena
45,Av. Apoquindo 1014,AV. APOQUINDO 1014,14.975.953-4,Cliente Nuevo 14975953,"Av. Apoquindo 1014, Depto 227, Vitacura, Santiago",2026-12-03,ORD-CL-202612-000371,265742,2026-12-05,Av. Apoquindo 1014,Av. Apoquindo,1014,"Av. Apoquindo 1014, Santiago, Chile",True,"Avenida Apoquindo 1014, 832 0000 Santiago, Chile",-33.4153999,-70.5895295,ok,buena
45,Av. Apoquindo 1014,AV. APOQUINDO 1014,14975953 - 4,Cliente Nuevo 14975953,Av. Apoquindo 1014 Dpto 227 Vitacura Santiago Chile,2026-12-20,ORD-CL-202612-002660,197104,2026-12-21,Av. Apoquindo 1014,Av. Apoquindo,1014,"Av. Apoquindo 1014, Santiago, Chile",True,"Avenida Apoquindo 1014, 832 0000 Santiago, Chile",-33.4153999,-70.5895295,ok,buena
46,Av. Apoquindo 1062,AV. APOQUINDO 1062,18.548.320-0,Cliente Nuevo 18548320,Av. Apoquindo 1062 Quinta Normal Santiago Chile,2026-12-07,ORD-CL-202612-000814,208553,2026-12-10,Av. Apoquindo 1062,Av. Apoquindo,1062,"Av. Apoquindo 1062, Santiago, Chile",True,"Avenida Apoquindo 1062, 832 0000 Santiago, Chile",-33.4154018,-70.5895388,ok,buena
46,Av. Apoquindo 1062,AV. APOQUINDO 1062,18548320 - 0,Cliente Nuevo 18548320,"Av. Apoquindo 1062, Quinta Normal, Santiago, Chile",2026-12-20,ORD-CL-202612-002670,215698,2026-12-24,Av. Apoquindo 1062,Av. Apoquindo,1062,"Av. Apoquindo 1062, Santiago, Chile",True,"Avenida Apoquindo 1062, 832 0000 Santiago, Chile",-33.4154018,-70.5895388,ok,buena
47,Av. Apoquindo 1250,AV. APOQUINDO 1250,20.872.116-3,Cliente 20872116,Av. Apoquindo 1250 Recoleta Santiago,2026-12-14,ORD-CL-202612-001828,95056,2026-12-16,Av. Apoquindo 1250,Av. Apoquindo,1250,"Av. Apoquindo 1250, Santiago, Chile",True,"Avenida Apoquindo 1250, 832 0000 Santiago, Chile",-33.4154092,-70.5895753,ok,buena
47,Av. Apoquindo 1250,AV. APOQUINDO 1250,20.872.116-3,Cliente 20872116,Av. Apoquindo 1250 Recoleta Santiago Chile,2026-12-21,ORD-CL-202612-002810,101471,2026-12-23,Av. Apoquindo 1250,Av. Apoquindo,1250,"Av. Apoquindo 1250, Santiago, Chile",True,"Avenida Apoquindo 1250, 832 0000 Santiago, Chile",-33.4154092,-70.5895753,ok,buena
47,Av. Apoquindo 1250,AV. APOQUINDO 1250,20.872.116-3,Cliente 20872116,"Av. Apoquindo 1250, Recoleta, Stgo, Chile",2026-12-29,ORD-CL-202612-003869,290244,2027-01-01,Av. Apoquindo 1250,Av. Apoquindo,1250,"Av. Apoquindo 1250, Santiago, Chile",True,"Avenida Apoquindo 1250, 832 0000 Santiago, Chile",-33.4154092,-70.5895753,ok,buena
48,Av. Apoquindo 1257,AV. APOQUINDO 1257,17850873 - 2,Cliente Nuevo 17850873,"av. apoquindo 1257, las condes, santiago, chile",2026-12-06,ORD-CL-202612-000743,97638,2026-12-08,Av. apoquindo 1257,Av. Apoquindo,1257,"Av. Apoquindo 1257, Santiago, Chile",True,"Avenida Apoquindo 1257, 832 0000 Santiago, Chile",-33.4154095,-70.5895766,ok,buena
49,Av. Apoquindo 1400,AV. APOQUINDO 1400,22.332.126-5,Cliente 22332126,av. apoquindo 1400 depto 657 providencia santiago chile,2026-12-19,ORD-CL-202612-002469,256388,2026-12-21,Av. apoquindo 1400,Av. Apoquindo,1400,"Av. Apoquindo 1400, Santiago, Chile",True,"Avenida Apoquindo 1400, 832 0000 Santiago, Chile",-33.4154151,-70.5896044,ok,buena
50,Av. Apoquindo 1470,AV. APOQUINDO 1470,19.437.090-9,Cliente Nuevo 19437090,av. apoquindo 1470 depto 783 santiago santiago chile,2026-12-16,ORD-CL-202612-002186,255615,2026-12-18,Av. apoquindo 1470,Av. Apoquindo,1470,"Av. Apoquindo 1470, Santiago, Chile",True,"Avenida Apoquindo 1470, 832 0000 Santiago, Chile",-33.4154179,-70.5896179,ok,buena
50,Av. Apoquindo 1470,AV. APOQUINDO 1470,19.437.090-9,Cliente Nuevo 19437090,"Av. Apoquindo 1470, Depto 783, Santiago, Santiago",2026-12-17,ORD-CL-202612-002275,41136,2026-12-20,Av. Apoquindo 1470,Av. Apoquindo,1470,"Av. Apoquindo 1470, Santiago, Chile",True,"Avenida Apoquindo 1470, 832 0000 Santiago, Chile",-33.4154179,-70.5896179,ok,buena
50,Av. Apoquindo 1470,AV. APOQUINDO 1470,19.437.090 - 9,Cliente Nuevo 19437090,Av. Apoquindo 1470 Depto 783 Santiago Santiago Chile,2026-12-21,ORD-CL-202612-002794,133637,2026-12-23,Av. Apoquindo 1470,Av. Apoquindo,1470,"Av. Apoquindo 1470, Santiago, Chile",True,"Avenida Apoquindo 1470, 832 0000 Santiago, Chile",-33.4154179,-70.5896179,ok,buena
51,Av. Apoquindo 1556,AV. APOQUINDO 1556,9812288 - 4,Cliente Nuevo 9812288,Av. Apoquindo 1556 Depto 1426 Puente Alto Santiago Chile,2026-12-13,ORD-CL-202612-001706,237224,2026-12-15,Av. Apoquindo 1556,Av. Apoquindo,1556,"Av. Apoquindo 1556, Santiago, Chile",True,"Avenida Apoquindo 1556, 832 0000 Santiago, Chile",-33.4154213,-70.5896346,ok,buena
51,Av. Apoquindo 1556,AV. APOQUINDO 1556,9812288-4,Cliente Nuevo 9812288,av. apoquindo 1556 depto 1426 puente alto santiago chile,2026-12-16,ORD-CL-202612-002185,247667,2026-12-18,Av. apoquindo 1556,Av. Apoquindo,1556,"Av. Apoquindo 1556, Santiago, Chile",True,"Avenida Apoquindo 1556, 832 0000 Santiago, Chile",-33.4154213,-70.5896346,ok,buena
52,Av. Apoquindo 1730,AV. APOQUINDO 1730,13132045 - 6,Cliente 13132045,"Av. Apoquindo 1730, Recoleta, Santiago, Chile",2026-12-23,ORD-CL-202612-002998,211331,2026-12-26,Av. Apoquindo 1730,Av. Apoquindo,1730,"Av. Apoquindo 1730, Santiago, Chile",True,"Avenida Apoquindo 1730, 832 0000 Santiago, Chile",-33.4154282,-70.5896684,ok,buena
53,Av. Apoquindo 1827,AV. APOQUINDO 1827,16753214 - 7,Cliente Nuevo 16753214,Av. Apoquindo 1827 Depto 2450 Santiago Santiago,2026-12-02,ORD-CL-202612-000231,244663,2026-12-04,Av. Apoquindo 1827,Av. Apoquindo,1827,"Av. Apoquindo 1827, Santiago, Chile",True,"Avenida Apoquindo 1827, 832 0000 Santiago, Chile",-33.415432,-70.5896872,ok,buena
54,Av. Apoquindo 1918,AV. APOQUINDO 1918,16.589.779-7,Cliente Nuevo 16589779,"Av. Apoquindo 1918, Depto 2296, Independencia, Santiago, Chile",2026-12-19,ORD-CL-202612-002493,126297,2026-12-21,Av. Apoquindo 1918,Av. Apoquindo,1918,"Av. Apoquindo 1918, Santiago, Chile",True,"Avenida Apoquindo 1918, 832 0000 Santiago, Chile",-33.4154357,-70.5897048,ok,buena
54,Av. Apoquindo 1918,AV. APOQUINDO 1918,16589779-7,Cliente Nuevo 16589779,"Av. Apoquindo 1918, Depto 2296, Independencia, Santiago, Chile",2026-12-29,ORD-CL-202612-003819,296323,2027-01-01,Av. Apoquindo 1918,Av. Apoquindo,1918,"Av. Apoquindo 1918, Santiago, Chile",True,"Avenida Apoquindo 1918, 832 0000 Santiago, Chile",-33.4154357,-70.5897048,ok,buena
54,Av. Apoquindo 1918,AV. APOQUINDO 1918,16.589.779-7,Cliente Nuevo 16589779,"Av. Apoquindo 1918, Depto 2296, Independencia, Santiago, Chile",2026-12-31,ORD-CL-202612-004128,117283,2027-01-03,Av. Apoquindo 1918,Av. Apoquindo,1918,"Av. Apoquindo 1918, Santiago, Chile",True,"Avenida Apoquindo 1918, 832 0000 Santiago, Chile",-33.4154357,-70.5897048,ok,buena
55,Av. Apoquindo 2126,AV. APOQUINDO 2126,18.886.428 - 9,Cliente 18886428,"Av. Apoquindo 2126, Depto 536, Lo Prado, Santiago, Chile",2026-12-11,ORD-CL-202612-001271,166742,2026-12-14,Av. Apoquindo 2126,Av. Apoquindo,2126,"Av. Apoquindo 2126, Santiago, Chile",True,"Avenida Apoquindo 2126, 832 0000 Santiago, Chile",-33.4154441,-70.5897451,ok,buena
55,Av. Apoquindo 2126,AV. APOQUINDO 2126,18.886.428 - 9,Cliente 18886428,"AV. APOQUINDO 2126, DEPTO 536, LO PRADO, SANTIAGO, CHILE",2026-12-20,ORD-CL-202612-002709,84368,2026-12-22,Av. APOQUINDO 2126,Av. Apoquindo,2126,"Av. Apoquindo 2126, Santiago, Chile",True,"Avenida Apoquindo 2126, 832 0000 Santiago, Chile",-33.4154441,-70.5897451,ok,buena
56,Av. Apoquindo 2255,AV. APOQUINDO 2255,6792213-8,Cliente Nuevo 6792213,"AV. APOQUINDO 2255, PROVIDENCIA, SANTIAGO, CHILE",2026-12-12,ORD-CL-202612-001492,230374,2026-12-15,Av. APOQUINDO 2255,Av. Apoquindo,2255,"Av. Apoquindo 2255, Santiago, Chile",True,"Avenida Apoquindo 2255, 832 0000 Santiago, Chile",-33.4154493,-70.5897701,ok,buena
57,Av. Apoquindo 241,AV. APOQUINDO 241,9.469.164 - 6,Cliente Nuevo 9469164,Av. Apoquindo 241 La Florida Santiago Chile,2026-12-22,ORD-CL-202612-002949,168641,2026-12-25,Av. Apoquindo 241,Av. Apoquindo,241,"Av. Apoquindo 241, Santiago, Chile",True,"Avenida Apoquindo 241, 832 0000 Santiago, Chile",-33.4153693,-70.5893796,ok,buena
58,Av. Apoquindo 2531,AV. APOQUINDO 2531,7.366.327-3,Cliente Nuevo 7366327,"Av. Apoquindo 2531, Maipú, Stgo, Chile",2026-12-22,ORD-CL-202612-002849,255532,2026-12-25,Av. Apoquindo 2531,Av. Apoquindo,2531,"Av. Apoquindo 2531, Santiago, Chile",True,"Avenida Apoquindo 2531, 832 0000 Santiago, Chile",-33.4154605,-70.5898236,ok,buena
59,Av. Apoquindo 282,AV. APOQUINDO 282,5.113.505 - 6,Cliente 5113505,Av. Apoquindo 282 Depto 2267 Macul Santiago Chile,2026-12-13,ORD-CL-202612-001582,128268,2026-12-14,Av. Apoquindo 282,Av. Apoquindo,282,"Av. Apoquindo 282, Santiago, Chile",True,"Avenida Apoquindo 282, 832 0000 Santiago, Chile",-33.4153709,-70.5893875,ok,buena
60,Av. Apoquindo 2899,AV. APOQUINDO 2899,21934490-7,Cliente Nuevo 21934490,"Av. Apoquindo 2899, DEPTO 216, La Florida, Stgo, Chile",2026-12-17,ORD-CL-202612-002260,94277,2026-12-19,Av. Apoquindo 2899,Av. Apoquindo,2899,"Av. Apoquindo 2899, Santiago, Chile",True,"Avenida Apoquindo 2899, 832 0000 Santiago, Chile",-33.4156958,-70.5909767,ok,buena
61,Av. Apoquindo 2937,AV. APOQUINDO 2937,18.460.722-8,Cliente Nuevo 18460722,Av. Apoquindo 2937 Peñalolén Stgo Chile,2026-12-01,ORD-CL-202612-000016,267477,2026-12-06,Av. Apoquindo 2937,Av. Apoquindo,2937,"Av. Apoquindo 2937, Santiago, Chile",True,"Avenida Apoquindo 2937, 832 0000 Santiago, Chile",-33.4157335,-70.5911617,ok,buena
62,Av. Apoquindo 3229,AV. APOQUINDO 3229,19773132-3,Cliente Nuevo 19773132,"Av. Apoquindo 3229, Dpto 658, La Florida, Santiago, Chile",2026-12-19,ORD-CL-202612-002445,223895,2026-12-21,Av. Apoquindo 3229,Av. Apoquindo,3229,"Av. Apoquindo 3229, Santiago, Chile",True,"Avenida Apoquindo 3229, 832 0000 Santiago, Chile",-33.4160233,-70.5925832,ok,buena
62,Av. Apoquindo 3229,AV. APOQUINDO 3229,19.773.132-3,Cliente Nuevo 19773132,"Av. Apoquindo 3229, Depto 658, La Florida, Santiago, Chile",2026-12-26,ORD-CL-202612-003507,96020,2026-12-31,Av. Apoquindo 3229,Av. Apoquindo,3229,"Av. Apoquindo 3229, Santiago, Chile",True,"Avenida Apoquindo 3229, 832 0000 Santiago, Chile",-33.4160233,-70.5925832,ok,buena
63,Av. Apoquindo 3481,AV. APOQUINDO 3481,18.468.439 - 0,Cliente Nuevo 18468439,"Av. Apoquindo 3481, Macul, Santiago de Chile",2026-12-08,ORD-CL-202612-000965,124976,2026-12-11,Av. Apoquindo 3481 Macul Santiago de,Av. Apoquindo,3481,"Av. Apoquindo 3481, Santiago, Chile",True,"Avenida Apoquindo 3481, 832 0000 Santiago, Chile",-33.4162004,-70.5935737,ok,buena
63,Av. Apoquindo 3481,AV. APOQUINDO 3481,18468439-0,Cliente Nuevo 18468439,AV. APOQUINDO 3481 MACUL SANTIAGO CHILE,2026-12-19,ORD-CL-202612-002525,124129,2026-12-23,Av. APOQUINDO 3481,Av. Apoquindo,3481,"Av. Apoquindo 3481, Santiago, Chile",True,"Avenida Apoquindo 3481, 832 0000 Santiago, Chile",-33.4162004,-70.5935737,ok,buena
64,Av. Apoquindo 3723,AV. APOQUINDO 3723,9.610.956 - 8,Cliente Nuevo 9610956,Av. Apoquindo 3723 Quinta Normal Santiago Chile,2026-12-03,ORD-CL-202612-000349,260256,2026-12-06,Av. Apoquindo 3723,Av. Apoquindo,3723,"Av. Apoquindo 3723, Santiago, Chile",True,"Avenida Apoquindo 3723, 832 0000 Santiago, Chile",-33.415742,-70.5916076,ok,buena
64,Av. Apoquindo 3723,AV. APOQUINDO 3723,9.610.956-8,Cliente Nuevo 9610956,Av. Apoquindo 3723 Quinta Normal Santiago Chile,2026-12-09,ORD-CL-202612-001032,128353,2026-12-12,Av. Apoquindo 3723,Av. Apoquindo,3723,"Av. Apoquindo 3723, Santiago, Chile",True,"Avenida Apoquindo 3723, 832 0000 Santiago, Chile",-33.415742,-70.5916076,ok,buena
65,Av. Apoquindo 3809,AV. APOQUINDO 3809,12.247.678-3,Cliente 12247678,"AV. APOQUINDO 3809, DEPTO 1618, MAIPÚ, SANTIAGO, CHILE",2026-12-13,ORD-CL-202612-001630,196427,2026-12-16,Av. APOQUINDO 3809,Av. Apoquindo,3809,"Av. Apoquindo 3809, Santiago, Chile",True,"Avenida Apoquindo 3809, 832 0000 Santiago, Chile",-33.4156139,-70.590686,ok,buena
65,Av. Apoquindo 3809,AV. APOQUINDO 3809,12.247.678 - 3,Cliente 12247678,"Av. Apoquindo 3809, Depto 1618, Maipú, Santiago, Chile",2026-12-16,ORD-CL-202612-002145,313139,2026-12-19,Av. Apoquindo 3809,Av. Apoquindo,3809,"Av. Apoquindo 3809, Santiago, Chile",True,"Avenida Apoquindo 3809, 832 0000 Santiago, Chile",-33.4156139,-70.590686,ok,buena
65,Av. Apoquindo 3809,AV. APOQUINDO 3809,12.247.678-3,Cliente 12247678,"Av. Apoquindo 3809, Depto 1618, Maipú, Santiago, Chile",2026-12-25,ORD-CL-202612-003279,157629,2026-12-28,Av. Apoquindo 3809,Av. Apoquindo,3809,"Av. Apoquindo 3809, Santiago, Chile",True,"Avenida Apoquindo 3809, 832 0000 Santiago, Chile",-33.4156139,-70.590686,ok,buena
66,Av. Apoquindo 3829,AV. APOQUINDO 3829,14918958 - 0,Cliente Nuevo 14918958,AV. APOQUINDO 3829 LA FLORIDA SANTIAGO CHILE,2026-12-01,ORD-CL-202612-000098,276504,2026-12-05,Av. APOQUINDO 3829,Av. Apoquindo,3829,"Av. Apoquindo 3829, Santiago, Chile",True,"Avenida Apoquindo 3829, 832 0000 Santiago, Chile",-33.4155624,-70.5905938,ok,buena
66,Av. Apoquindo 3829,AV. APOQUINDO 3829,14918958-0,Cliente Nuevo 14918958,"Av. Apoquindo 3829, La Florida, Santiago de Chile",2026-12-09,ORD-CL-202612-001082,200083,2026-12-11,Av. Apoquindo 3829 La Florida Santiago de,Av. Apoquindo,3829,"Av. Apoquindo 3829, Santiago, Chile",True,"Avenida Apoquindo 3829, 832 0000 Santiago, Chile",-33.4155624,-70.5905938,ok,buena
66,Av. Apoquindo 3829,AV. APOQUINDO 3829,14918958-0,Cliente Nuevo 14918958,"Av. Apoquindo 3829, La Florida, Santiago, Chile",2026-12-14,ORD-CL-202612-001751,106496,2026-12-17,Av. Apoquindo 3829,Av. Apoquindo,3829,"Av. Apoquindo 3829, Santiago, Chile",True,"Avenida Apoquindo 3829, 832 0000 Santiago, Chile",-33.4155624,-70.5905938,ok,buena
66,Av. Apoquindo 3829,AV. APOQUINDO 3829,14.918.958-0,Cliente Nuevo 14918958,"Av. Apoquindo 3829, La Florida, Santiago, Chile",2026-12-26,ORD-CL-202612-003534,91657,2026-12-30,Av. Apoquindo 3829,Av. Apoquindo,3829,"Av. Apoquindo 3829, Santiago, Chile",True,"Avenida Apoquindo 3829, 832 0000 Santiago, Chile",-33.4155624,-70.5905938,ok,buena
67,Av. Apoquindo 4174,AV. APOQUINDO 4174,14.464.405 - 0,Cliente Nuevo 14464405,"Av. Apoquindo 4174, Depto 2372, Independencia, Santiago, Chile",2026-12-08,ORD-CL-202612-000954,98096,2026-12-10,Av. Apoquindo 4174,Av. Apoquindo,4174,"Av. Apoquindo 4174, Santiago, Chile",True,"Avenida Apoquindo 4174, 832 0000 Santiago, Chile",-33.4149419,-70.5873076,ok,buena
67,Av. Apoquindo 4174,AV. APOQUINDO 4174,14464405 - 0,Cliente Nuevo 14464405,av. apoquindo 4174 depto 2372 independencia santiago chile,2026-12-28,ORD-CL-202612-003682,143886,2026-12-30,Av. apoquindo 4174,Av. Apoquindo,4174,"Av. Apoquindo 4174, Santiago, Chile",True,"Avenida Apoquindo 4174, 832 0000 Santiago, Chile",-33.4149419,-70.5873076,ok,buena
