Número de Orden,RUT,Nombre cliente,Dirección cliente,Fecha de Pedido,Fecha de despacho Solicitada,Monto Pedido,direccion_normalizada,formatted,node_id,lat_final,lon_final,volumen_total_pedido_m3,peso_total_pedido_kg,n_lineas_detalle,estado,calidad_match,tipo,tiene_coords_finales,tiene_node_id,tiene_detalle,node_id_deposito,lat_deposito,lon_deposito,direccion_deposito
ORD-CL-202612-000058,11129072 - 4,Cliente 11129072,"Av. Departamental 6137, Recoleta, Santiago, Chile",2026-12-01,2026-12-04,192878,Av. Departamental 6137,"Avenida Departamental 6137, 824 0000 Santiago, Chile",134,-33.511167,-70.5699378,3.0327170000000003,395.57399999999996,14,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000059,9.032.352-7,Cliente 9032352,CALLE COMPAÑÍA DE JESÚS 1673 DEPTO 1623 LA FLORIDA SANTIAGO CHILE,2026-12-01,2026-12-05,52565,Calle Compañía de Jesús 1673,"Compañía de Jesús 1673, 832 0000 Santiago, Chile",1642,-33.439351599999995,-70.66045465,5.000096,647.76,24,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000060,19.994.164-4,Cliente 19994164,Av. Macul 7795 Maipú Santiago de Chile,2026-12-01,2026-12-03,145322,Av. Macul 7795,"Avenida Macul 7795, 832 0000 Santiago, Chile",569,-33.49707804581206,-70.59790889427815,0.577669,83.3,17,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000061,18051800-7,Cliente Nuevo 18051800,"Av. Manuel Montt 5734, Independencia, Santiago, Chile",2026-12-01,2026-12-03,91564,Av. Manuel Montt 5734,"Avenida Manuel Montt 5734, 832 0000 Santiago, Chile",610,-33.450409379191655,-70.61310094459272,0.025684000000000002,10.597999999999999,2,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000062,7640094 - 3,Cliente Nuevo 7640094,Calle San Antonio 9379 Depto 1375 Lo Prado Santiago Chile,2026-12-01,2026-12-03,64250,Calle San Antonio 9379,"San Antonio 9379, 832 0000 Santiago, Chile",2009,-33.43487534738776,-70.64887247008978,0.6345310000000001,101.555,8,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000063,9.444.321-7,Cliente Nuevo 9444321,Av. Mapocho 5244 Vitacura Stgo Chile,2026-12-01,2026-12-04,99852,Av. Mapocho 5244,"Avenida Mapocho 5244, 850 0000 Santiago, Chile",659,-33.432762,-70.686501,0.478858,83.337,12,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000064,10.825.499-3,Cliente Nuevo 10825499,"calle teatinos 1289, independencia, santiago, chile",2026-12-01,2026-12-02,132830,Calle Teatinos 1289,"Teatinos 1289, 832 0000 Santiago, Chile",2137,-33.436656955578805,-70.65568127045138,0.944574,143.076,24,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000065,12.508.817-7,Cliente 12508817,"Av. Grecia 5637, Dpto 2372, Recoleta, Santiago, Chile",2026-12-01,2026-12-04,81286,Av. Grecia 5637,"Avenida Grecia 5637, 832 0000 Santiago, Chile",173,-33.46821033574976,-70.57937655427114,2.801701,461.169,18,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000066,9.682.276-0,Cliente 9682276,Calle Teatinos 5180 Vitacura Santiago Chile,2026-12-01,2026-12-03,206162,Calle Teatinos 5180,"Teatinos 5180, 832 0000 Santiago, Chile",2160,-33.436656955578805,-70.65568127045138,1.260176,220.91,24,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000067,12592663 - 1,Cliente Nuevo 12592663,"Av. Santa Rosa 1012, Depto 1173, Puente Alto, Santiago de Chile",2026-12-01,2026-12-04,126717,Av. Santa Rosa 1012,"Avenida Santa Rosa 1012, 832 0000 Santiago, Chile",961,-33.4575059,-70.643308975,2.5116389999999997,324.725,13,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000068,16.822.988 - 5,Cliente 16822988,"calle teatinos 1540, depto 2194, providencia, santiago, chile",2026-12-01,2026-12-04,78589,Calle Teatinos 1540,"Teatinos 1540, 832 0000 Santiago, Chile",2139,-33.436656955578805,-70.65568127045138,2.7088710000000003,314.366,14,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000069,14331931-2,Cliente Nuevo 14331931,"Av. Pedro de Valdivia 8517, Lo Prado, Stgo, Chile",2026-12-01,2026-12-03,134426,Av. Pedro de Valdivia 8517,"Avenida Pedro de Valdivia 8517, 750 0000 Santiago, Chile",845,-33.446682,-70.605953,0.40036800000000006,79.17,8,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000070,16.548.853 - 1,Cliente 16548853,av. américo vespucio 6473 depto 2159 santiago santiago chile,2026-12-01,2026-12-05,184828,Av. Américo Vespucio 6473,"Avenida Américo Vespucio 6473, 832 0000 Santiago, Chile",29,-33.5129982,-70.5904433,0.074644,22.641,6,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000071,21219636-4,Cliente 21219636,"Av. Pajaritos 3626, Dpto 2401, Estación Central, Santiago, Chile",2026-12-01,2026-12-03,88539,Av. Pajaritos 3626,"Avenida Los Pajaritos 3626, 832 0000 Santiago, Chile",766,-33.4931941,-70.7560064,1.00603,197.406,22,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000072,16.508.612-7,Cliente Nuevo 16508612,"Av. Vitacura 8184, DEPTO 1216, Recoleta, Stgo, Chile",2026-12-01,2026-12-05,175782,Av. Vitacura 8184,"Avenida Vitacura 8184, 765 0191 Vitacura, Chile",1168,-33.38497581764706,-70.55494609411765,2.176776,290.306,14,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000073,14.172.902-8,Cliente Nuevo 14172902,Calle Arturo Prat 4790 La Florida Santiago Chile,2026-12-01,2026-12-05,173787,Calle Arturo Prat 4790,"Arturo Prat 4790, 832 0000 Santiago, Chile",1507,-33.452475519393765,-70.64863131734094,0.657142,73.828,7,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000074,7133217-9,Cliente Nuevo 7133217,"Av. Departamental 4795, DEPTO 905, Quinta Normal, Stgo, Chile",2026-12-01,2026-12-04,108644,Av. Departamental 4795,"Avenida Departamental 4795, 781 0000 Santiago, Chile",124,-33.5103234,-70.5845273,1.1960979999999999,164.675,19,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000075,6.639.530-6,Cliente 6639530,"Avenida Grecia 3963, Depto 2367, Las Condes, Santiago, Chile",2026-12-01,2026-12-05,148912,Avenida Grecia 3963,"Avenida Grecia 3963, 832 0000 Santiago, Chile",1216,-33.4651442,-70.5902593,0.7163630000000001,103.453,13,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000076,21188403-1,Cliente 21188403,"Calle Merced 1295, Depto 2043, Recoleta, Santiago, Chile",2026-12-01,2026-12-04,186428,Calle Merced 1295,"Merced 1295, 832 0000 Santiago, Chile",1805,-33.43731790255185,-70.64174538474282,1.605694,223.055,27,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000077,22716997-1,Cliente 22716997,"Calle Compañía de Jesús 386, Depto 206, Peñalolén, Santiago, Chile",2026-12-01,2026-12-05,104512,Calle Compañía de Jesús 386,"Compañía de Jesús 386, 832 0000 Santiago, Chile",1656,-33.439644149230105,-70.66251983715254,0.684757,118.299,16,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000078,17126096 - 0,Cliente Nuevo 17126096,Calle Santo Domingo 1055 Dpto 1262 Providencia Santiago Chile,2026-12-01,2026-12-05,305291,Calle Santo Domingo 1055,"Santo Domingo 1055, 832 0000 Santiago, Chile",2076,-33.43618697111111,-70.65202458666666,0.301533,99.569,9,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000079,11.292.260-5,Cliente 11292260,"Av. Irarrázaval 6780, Macul, Santiago de Chile",2026-12-01,2026-12-03,48218,Av. Irarrázaval 6780,"Avenida Irarrázaval 6780, 832 0000 Santiago, Chile",297,-33.45211752135792,-70.62996532946244,0.201767,37.803999999999995,5,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000080,9.212.917-4,Cliente 9212917,Gran Avenida José Miguel Carrera 9844 Depto 2058 Quinta Normal Santiago de Chile,2026-12-01,2026-12-05,203429,Gran Avenida José Miguel Carrera 9844,"Gran Avenida José Miguel Carrera 9844, 832 0000 Santiago, Chile",2253,-33.5495715,-70.6713348,1.354136,235.35899999999998,18,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000081,5.207.312-2,Cliente Nuevo 5207312,"Calle San Diego 2452, Depto 11, Estación Central, Santiago, Chile",2026-12-01,2026-12-04,172749,Calle San Diego 2452,"San Diego 2452, 832 0000 Santiago, Chile",2028,-33.46971150355578,-70.64855318455172,0.679723,119.629,16,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000082,19.856.952-4,Cliente 19856952,AV. DEPARTAMENTAL 2287 DEPTO 1424 LA FLORIDA SANTIAGO CHILE,2026-12-01,2026-12-03,168422,Av. Departamental 2287,"Avenida Departamental 2287, 832 0000 Santiago, Chile",112,-33.49774282013423,-70.67137071879195,0.481125,96.304,14,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000083,10.469.153-4,Cliente 10469153,"av. la florida 9689, depto 1511, quinta normal, santiago, chile",2026-12-01,2026-12-04,150920,Av. La Florida 9689,"Avenida La Florida 9689, 824 1971 La Florida, Chile",433,-33.5433136,-70.5702714,0.10483300000000001,24.411,8,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000084,20.325.827-9,Cliente 20325827,Avenida Santa Rosa 7174 Depto 324 Providencia Santiago Chile,2026-12-01,2026-12-04,148638,Avenida Santa Rosa 7174,"Avenida Santa Rosa 7174, 832 0000 Santiago, Chile",1382,-33.526553832653065,-70.635556892517,0.486004,74.783,8,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000085,15.236.104 - 9,Cliente 15236104,"Calle Teatinos 975, Depto 1, San Miguel, Santiago, Chile",2026-12-01,2026-12-03,299317,Calle Teatinos 975,"Teatinos 975, 832 0000 Santiago, Chile",2191,-33.432789157777776,-70.65576433999999,1.445278,206.31,14,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000086,7383509-4,Cliente Nuevo 7383509,Av. Matta 4411 Las Condes Santiago Chile,2026-12-01,2026-12-04,188471,Av. Matta 4411,"Avenida Manuel Antonio Matta 4411, 832 0000 Santiago, Chile",709,-33.45799120274538,-70.64211682398948,1.775647,274.353,22,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000087,17107764 - 6,Cliente 17107764,Av. Pajaritos 5796 Dpto 1193 Independencia Santiago Chile,2026-12-01,2026-12-03,325781,Av. Pajaritos 5796,"Avenida Los Pajaritos 5796, 832 0000 Santiago, Chile",783,-33.488076083068606,-70.75138480605311,0.237597,62.263999999999996,12,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000088,7.924.963-1,Cliente Nuevo 7924963,"Calle Monjitas 7974, Depto 1101, Recoleta, Santiago",2026-12-01,2026-12-03,77450,Calle Monjitas 7974,"Monjitas 7974, 832 0000 Santiago, Chile",1891,-33.436639090107406,-70.64200400967839,0.940815,161.207,15,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000089,17.206.882-4,Cliente 17206882,calle san diego 6019 depto 1997 macul santiago chile,2026-12-01,2026-12-03,200092,Calle San Diego 6019,"San Diego 6019, 832 0000 Santiago, Chile",2052,-33.46971150355578,-70.64855318455172,0.6539229999999999,144.74,16,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000090,7.599.270-9,Cliente 7599270,"Av. La Florida 7983, Depto 2458, Macul, Santiago de Chile",2026-12-01,2026-12-04,137219,Av. La Florida 7983,"Avenida La Florida 7983, 832 0000 Santiago, Chile",420,-33.5250518,-70.5777783,0.8919710000000001,119.266,17,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000091,7.910.497-1,Cliente Nuevo 7910497,"AV. INDEPENDENCIA 4637, DEPTO 730, PROVIDENCIA, SANTIAGO, CHILE",2026-12-01,2026-12-03,200870,Av. Independencia 4637,"Avenida Independencia 4637, 854 0000 Conchalí, Chile",215,-33.38621719285714,-70.67873796428572,0.848647,167.541,11,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000092,16205995-6,Cliente 16205995,"Av. Providencia 4727, Dpto 660, La Florida, Santiago, Chile",2026-12-01,2026-12-03,288295,Av. Providencia 4727,"Avenida Providencia 4727, 752 0344 Providencia, Chile",886,-33.435086638100124,-70.62889344723304,0.8928,131.547,24,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000093,13.453.886-9,Cliente 13453886,"calle catedral 2615, providencia, santiago, chile",2026-12-01,2026-12-03,127911,Calle Catedral 2615,"Catedral 2615, 832 0000 Santiago, Chile",1593,-33.4394687125,-70.67269285,0.93725,124.317,10,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000094,8447364-0,Cliente 8447364,Av. Irarrázaval 640 Lo Prado Santiago Chile,2026-12-01,2026-12-03,94985,Av. Irarrázaval 640,"Avenida Irarrázaval 640, 832 0000 Santiago, Chile",296,-33.45318911472868,-70.62371892713178,0.745546,121.338,22,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000095,14005353-7,Cliente 14005353,Calle Morandé 3761 Quinta Normal Santiago Chile,2026-12-01,2026-12-03,239928,Calle Morandé 3761,"Morandé 3761, 832 0000 Santiago, Chile",1924,-33.43452185756808,-70.65443829443069,0.076045,23.866,8,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000096,5.260.189-5,Cliente Nuevo 5260189,"Calle Arturo Prat 4852, Independencia, Santiago, Chile",2026-12-01,2026-12-03,212161,Calle Arturo Prat 4852,"Arturo Prat 4852, 832 0000 Santiago, Chile",1508,-33.452475519393765,-70.64863131734094,1.135991,188.514,17,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000097,11044319-2,Cliente Nuevo 11044319,Calle Bandera 7702 Depto 898 Ñuñoa Santiago de Chile,2026-12-01,2026-12-04,239385,Calle Bandera 7702,"Bandera 7702, 832 0000 Santiago, Chile",1571,-33.44046393300847,-70.65220603930719,0.291538,45.213,5,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000098,14918958 - 0,Cliente Nuevo 14918958,AV. APOQUINDO 3829 LA FLORIDA SANTIAGO CHILE,2026-12-01,2026-12-05,276504,Av. Apoquindo 3829,"Avenida Apoquindo 3829, 832 0000 Santiago, Chile",67,-33.4155624,-70.5905938,0.804171,137.64,9,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000099,20827561 - 3,Cliente 20827561,Av. Macul 2508 Depto 2114 La Reina Santiago Chile,2026-12-01,2026-12-05,206032,Av. Macul 2508,"Avenida Macul 2508, 832 0000 Santiago, Chile",546,-33.47767395176471,-70.59879762117647,1.403114,189.568,16,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000100,21692042 - 6,Cliente 21692042,"Av. Las Condes 1523, Dpto 1196, Estación Central, Santiago, Chile",2026-12-01,2026-12-02,311310,Av. Las Condes 1523,"Avenida Las Condes 1523, 763 0000 Santiago, Chile",439,-33.393217,-70.544274,0.473768,66.528,12,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000101,16.028.172-6,Cliente 16028172,"Gran Avenida José Miguel Carrera 7987, Macul, Santiago, Chile",2026-12-01,2026-12-06,168542,Gran Avenida José Miguel Carrera 7987,"Gran Avenida José Miguel Carrera 7987, 832 0000 Santiago, Chile",2241,-33.52688736538462,-70.66173722692308,0.194866,38.302,7,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000102,5875859-6,Cliente 5875859,"Av. Manuel Montt 5607, Las Condes, Santiago de Chile",2026-12-01,2026-12-06,137624,Av. Manuel Montt 5607,"Avenida Manuel Montt 5607, 750 0000 Santiago, Chile",609,-33.43961,-70.6155,0.426261,80.783,19,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000103,22242242 - 0,Cliente 22242242,"Calle Teatinos 7628, Macul, Santiago",2026-12-01,2026-12-03,244021,Calle Teatinos 7628,"Teatinos 7628, 832 0000 Santiago, Chile",2177,-33.436656955578805,-70.65568127045138,0.20825000000000002,28.536,7,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000104,19.129.527-8,Cliente Nuevo 19129527,calle san diego 3767 depto 670 lo prado santiago chile,2026-12-01,2026-12-05,72921,Calle San Diego 3767,"San Diego 3767, 832 0000 Santiago, Chile",2037,-33.46971150355578,-70.64855318455172,0.258279,28.997999999999998,8,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000105,5504653-3,Cliente Nuevo 5504653,"Av. Las Condes 6424, Recoleta, Santiago de Chile",2026-12-01,2026-12-02,142258,Av. Las Condes 6424,"Avenida Las Condes 6424, 832 0000 Santiago, Chile",470,-33.38904613999576,-70.54005416426546,0.342226,50.063,10,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000106,6941496 - 0,Cliente Nuevo 6941496,"CALLE SANTO DOMINGO 7909, DEPTO 764, INDEPENDENCIA, SANTIAGO, CHILE",2026-12-01,2026-12-05,189597,Calle Santo Domingo 7909,"Santo Domingo 7909, 835 0302 Quinta Normal, Chile",2117,-33.438971360737774,-70.68787532598256,2.928905,367.621,8,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
